Product_ID,Category,Sub_Category,Product_Name,Selling_Price_INR,Cost_INR,Stock_Quantity,Product_Rating,Review_Count
P00307,Fashion,Bags,NovaTech Bags 13,6646.54,3729.63,749,3.5,3006
P00308,Fashion,Bags,Aarohi Bags 14,3281.29,1630.02,619,4.8,169
P00309,Fashion,Bags,FitPro Bags 15,2394.52,1688.9,691,4,2362
P00310,Fashion,Bags,FitPro Bags 16,6206.41,3566.45,137,4.7,1971
P00311,Fashion,Bags,Zenith Bags 17,1380.47,681.15,198,4.6,2410
P00312,Fashion,Bags,Vistara Bags 18,384.83,193.76,46,4.5,3134
P00313,Fashion,Bags,ByteMax Bags 19,579.75,311.86,764,4.6,4619
P00314,Fashion,Bags,Aarohi Bags 20,6006.82,3557.7,558,4.2,1107
P00315,Fashion,Bags,GlowCare Bags 21,5438.8,4221.79,349,4.7,3072
P00316,Fashion,Bags,DailyKart Bags 22,3756.86,2441.04,866,4.2,4959
P00317,Fashion,Bags,GlowCare Bags 23,1878.96,1149.97,881,4.5,2538
P00318,Fashion,Bags,HomeEase Bags 24,1313.8,680.22,621,4.5,1599
P00319,Fashion,Bags,GlowCare Bags 25,3432.91,1959.38,663,3.8,1661
P00320,Fashion,Bags,UrbanNest Bags 26,6066.58,3364.88,237,4.7,2229
P00321,Fashion,Bags,Zenith Bags 27,5202.86,3522.2,673,3.5,1075
P00322,Fashion,Bags,Zenith Bags 28,6272.09,4557.98,774,4.9,4616
P00323,Fashion,Bags,FitPro Bags 29,3010.66,2048.32,265,4.2,2260
P00324,Fashion,Bags,Zenith Bags 30,3730.98,2037.38,272,4.7,3804
P00325,Fashion,Bags,HomeEase Bags 31,3514.31,2246.49,458,4.7,2940
P00326,Fashion,Bags,Aarohi Bags 32,2728.72,1580.32,45,3.8,3306
P00327,Fashion,Bags,NovaTech Bags 33,6056.95,3442.58,100,4.6,2810
P00328,Fashion,Bags,GlowCare Bags 34,3416.32,2576.18,759,4.7,4768
P00329,Fashion,Bags,HomeEase Bags 35,793.38,422.08,469,4.5,2470
P00330,Fashion,Bags,GlowCare Bags 36,4718.4,3618.25,67,4.5,1603
P00331,Fashion,Bags,Vistara Bags 37,5841.82,3270.3,372,3.4,2020
P00332,Fashion,Bags,NovaTech Bags 38,2851.47,2020.69,403,3.6,3875
P00333,Fashion,Bags,DailyKart Bags 39,1114.2,791.68,542,3.9,2616
P00334,Fashion,Bags,GlowCare Bags 40,2254.79,1189.09,543,4.7,2186
P00335,Fashion,Bags,NovaTech Bags 41,5989.28,2977.21,643,4.3,2339
P00336,Fashion,Bags,GlowCare Bags 42,1268.64,615.55,336,3.6,4813
P00337,Home & Kitchen,Kitchen,Aarohi Kitchen 01,4771.97,2954.48,970,3.8,1969
P00338,Home & Kitchen,Kitchen,HomeEase Kitchen 02,11716.41,9109.07,926,4.4,381
P00339,Home & Kitchen,Kitchen,NovaTech Kitchen 03,14666.98,8291.04,28,4.5,4114
P00340,Home & Kitchen,Kitchen,UrbanNest Kitchen 04,15590.75,7944.23,579,4.9,4197
P00341,Home & Kitchen,Kitchen,FitPro Kitchen 05,24203.12,14318.54,973,4.2,1934
P00342,Home & Kitchen,Kitchen,HomeEase Kitchen 06,5678.17,4363.94,125,4.2,2150
P00343,Home & Kitchen,Kitchen,HomeEase Kitchen 07,10033.43,6331.96,643,4.1,3734
P00344,Home & Kitchen,Kitchen,GlowCare Kitchen 08,11323.36,5912.52,511,3.7,669
P00345,Home & Kitchen,Kitchen,DailyKart Kitchen 09,5300.69,3691.86,836,3.8,1698
P00346,Home & Kitchen,Kitchen,DailyKart Kitchen 10,11286.83,7207.48,686,4.3,961
P00347,Home & Kitchen,Kitchen,ByteMax Kitchen 11,23742.01,14293.12,571,4,3545
P00348,Home & Kitchen,Kitchen,Zenith Kitchen 12,1651.42,1050.82,755,4.6,4936
P00349,Home & Kitchen,Kitchen,GlowCare Kitchen 13,16066.23,12243.92,750,4.8,4141
P00350,Home & Kitchen,Kitchen,FitPro Kitchen 14,18633.5,12542.75,728,4.4,2120
P00351,Home & Kitchen,Kitchen,UrbanNest Kitchen 15,24564.78,12430.2,899,4.2,2753
P00352,Home & Kitchen,Kitchen,DailyKart Kitchen 16,6805.53,5276.95,207,4.9,3130
P00353,Home & Kitchen,Kitchen,GlowCare Kitchen 17,20711.58,14866.6,732,4.6,216
P00354,Home & Kitchen,Kitchen,DailyKart Kitchen 18,11774.37,6780.2,41,4.8,2528
P00355,Home & Kitchen,Kitchen,Aarohi Kitchen 19,21345.57,15419.42,206,3.5,1149
P00356,Home & Kitchen,Kitchen,UrbanNest Kitchen 20,1048.98,679.15,58,4.2,4086
P00357,Home & Kitchen,Kitchen,GlowCare Kitchen 21,894.24,431.01,368,3.4,4882
P00358,Home & Kitchen,Kitchen,FitPro Kitchen 22,6189.66,4002.88,548,4.1,1631
P00359,Home & Kitchen,Kitchen,UrbanNest Kitchen 23,21932.29,16044.93,744,4.5,3763
P00360,Home & Kitchen,Kitchen,GlowCare Kitchen 24,4353.87,3091.65,379,4.2,3315
P00361,Home & Kitchen,Kitchen,Vistara Kitchen 25,3324.17,2414.42,303,3.4,116
P00362,Home & Kitchen,Kitchen,Aarohi Kitchen 26,300.69,202.19,477,4,2278
P00363,Home & Kitchen,Kitchen,NovaTech Kitchen 27,17996.4,11260.12,999,3.8,4389
P00364,Home & Kitchen,Kitchen,Aarohi Kitchen 28,23504.21,17106.64,539,4.3,984
P00365,Home & Kitchen,Kitchen,Zenith Kitchen 29,3129.96,1630.37,702,4.7,3173
P00366,Home & Kitchen,Kitchen,Vistara Kitchen 30,9289.1,5013.58,374,4.2,2864
P00367,Home & Kitchen,Kitchen,GlowCare Kitchen 31,919.17,518.5,235,3.4,1123
P00368,Home & Kitchen,Kitchen,HomeEase Kitchen 32,18994.66,10719.46,384,4.9,2181
P00369,Home & Kitchen,Kitchen,Vistara Kitchen 33,18548.97,11496.95,884,3.8,3064
P00370,Home & Kitchen,Kitchen,DailyKart Kitchen 34,3393.31,2316.61,581,4,3194
P00371,Home & Kitchen,Kitchen,Aarohi Kitchen 35,4679.91,3191.44,221,4.7,4427
P00372,Home & Kitchen,Kitchen,UrbanNest Kitchen 36,24277.36,16936.23,276,4.9,2844
P00373,Home & Kitchen,Kitchen,FitPro Kitchen 37,20917.17,16033.71,915,4,1440
P00374,Home & Kitchen,Kitchen,ByteMax Kitchen 38,1574.34,1006.03,579,4.5,1899
P00375,Home & Kitchen,Kitchen,DailyKart Kitchen 39,5840.57,4436.58,862,4.2,2361
P00376,Home & Kitchen,Kitchen,Aarohi Kitchen 40,18700.16,13287.17,200,3.5,1481
P00377,Home & Kitchen,Kitchen,NovaTech Kitchen 41,16342.04,8157.9,588,3.6,4045
P00378,Home & Kitchen,Kitchen,Vistara Kitchen 42,7767.03,5802.41,914,3.5,3903
P00379,Home & Kitchen,Furniture,UrbanNest Furniture 01,21912.67,15693.15,156,4.1,332
P00380,Home & Kitchen,Furniture,ByteMax Furniture 02,11619.25,6921.81,852,3.7,2630
P00381,Home & Kitchen,Furniture,NovaTech Furniture 03,4204.07,2641.81,405,3.6,169
P00382,Home & Kitchen,Furniture,Zenith Furniture 04,16362.58,8773.83,472,3.8,4938
P00383,Home & Kitchen,Furniture,ByteMax Furniture 05,21163.44,11170.41,206,4.5,3336
P00384,Home & Kitchen,Furniture,Zenith Furniture 06,13117.9,6861.34,585,3.7,1796
P00385,Home & Kitchen,Furniture,GlowCare Furniture 07,10006.81,7573.9,849,4.4,965
P00386,Home & Kitchen,Furniture,UrbanNest Furniture 08,8072.54,5493.46,745,3.9,4419
P00387,Home & Kitchen,Furniture,Zenith Furniture 09,16598.49,12032.44,628,4.6,980
P00388,Home & Kitchen,Furniture,ByteMax Furniture 10,18107.22,9157.39,405,4.2,3991
P00389,Home & Kitchen,Furniture,NovaTech Furniture 11,22407.72,14438.36,885,3.5,570
P00390,Home & Kitchen,Furniture,Aarohi Furniture 12,17064.52,9911.94,823,3.9,716
P00391,Home & Kitchen,Furniture,DailyKart Furniture 13,19252.63,14690.38,860,4.6,906
P00392,Home & Kitchen,Furniture,HomeEase Furniture 14,12076.71,6962.48,696,4.8,918
P00393,Home & Kitchen,Furniture,Aarohi Furniture 15,15403.96,11957.48,704,4.7,4618
P00394,Home & Kitchen,Furniture,Aarohi Furniture 16,16650.36,9779.31,874,4.3,3264
P00395,Home & Kitchen,Furniture,Vistara Furniture 17,8146.92,4295.39,623,4.3,1719
P00396,Home & Kitchen,Furniture,Aarohi Furniture 18,17737.73,12384.17,568,4.1,2881
P00397,Home & Kitchen,Furniture,Aarohi Furniture 19,3727.55,2329.56,36,4.2,1625
P00398,Home & Kitchen,Furniture,Aarohi Furniture 20,22363.28,15886.72,783,4.1,1790
P00399,Home & Kitchen,Furniture,Zenith Furniture 21,8578.49,6035.51,21,3.5,3811
P00400,Home & Kitchen,Furniture,ByteMax Furniture 22,2650.5,1854.06,547,4.8,2275
P00401,Home & Kitchen,Furniture,DailyKart Furniture 23,7694.85,5494.38,29,4,4476
P00402,Home & Kitchen,Furniture,DailyKart Furniture 24,10942.84,6029.8,985,4.5,2442
P00403,Home & Kitchen,Furniture,NovaTech Furniture 25,11593.48,6494.92,132,4,279
P00404,Home & Kitchen,Furniture,DailyKart Furniture 26,9598.04,7408.87,367,4.3,2797
P00405,Home & Kitchen,Furniture,HomeEase Furniture 27,7678.33,5149.99,284,4.1,2862
P00406,Home & Kitchen,Furniture,NovaTech Furniture 28,16068.86,9817.94,160,3.6,3982
P00407,Home & Kitchen,Furniture,FitPro Furniture 29,10714.42,5699.97,395,4.3,4976
P00408,Home & Kitchen,Furniture,UrbanNest Furniture 30,4227.23,2871.97,945,4.5,1572
P00409,Home & Kitchen,Furniture,Aarohi Furniture 31,10033.75,6399.4,668,3.6,1260
P00410,Home & Kitchen,Furniture,ByteMax Furniture 32,5490.71,2836.8,497,4.6,2325
P00411,Home & Kitchen,Furniture,FitPro Furniture 33,13268.67,8545.21,484,3.7,168
P00412,Home & Kitchen,Furniture,UrbanNest Furniture 34,7262.25,5384.63,192,4.8,1622
P00413,Home & Kitchen,Furniture,GlowCare Furniture 35,22430.47,14192.32,144,4.6,3144
P00414,Home & Kitchen,Furniture,FitPro Furniture 36,4898.62,3384.64,598,3.5,1170
P00415,Home & Kitchen,Furniture,FitPro Furniture 37,7024.74,3569.33,678,3.7,2828
P00416,Home & Kitchen,Furniture,Vistara Furniture 38,14128.22,8663.03,551,4.3,119
P00417,Home & Kitchen,Furniture,Zenith Furniture 39,8059.94,6268,72,4.9,1166
P00418,Home & Kitchen,Furniture,HomeEase Furniture 40,19732.82,11555.84,437,4.8,3716
P00419,Home & Kitchen,Furniture,FitPro Furniture 41,4226.37,3108,41,4.5,4701
P00420,Home & Kitchen,Furniture,GlowCare Furniture 42,2125.94,1224.01,993,4,4258
P00421,Home & Kitchen,Home Decor,GlowCare Home Decor 01,1856.37,1224.77,345,4.8,2930
P00422,Home & Kitchen,Home Decor,ByteMax Home Decor 02,10635.85,6046.8,103,4.2,1850
P00423,Home & Kitchen,Home Decor,Aarohi Home Decor 03,3946.66,3039.19,638,4.5,2711
P00424,Home & Kitchen,Home Decor,GlowCare Home Decor 04,20596.25,10217.01,832,3.7,4305
P00425,Home & Kitchen,Home Decor,ByteMax Home Decor 05,9125.05,6123.72,436,3.8,4385
P00426,Home & Kitchen,Home Decor,NovaTech Home Decor 06,8506.66,6368.34,874,3.9,4787
P00427,Home & Kitchen,Home Decor,NovaTech Home Decor 07,10138.95,5609.37,807,4.7,3479
P00428,Home & Kitchen,Home Decor,FitPro Home Decor 08,22926.53,13770.25,189,4.6,1650
P00429,Home & Kitchen,Home Decor,Vistara Home Decor 09,896.94,691.38,130,4.7,1259
P00430,Home & Kitchen,Home Decor,UrbanNest Home Decor 10,6892.16,4552.93,913,4.6,4449
P00431,Home & Kitchen,Home Decor,HomeEase Home Decor 11,24942.18,13728.03,554,3.6,2833
P00432,Home & Kitchen,Home Decor,UrbanNest Home Decor 12,5989.8,4671.58,964,3.6,2396
P00433,Home & Kitchen,Home Decor,DailyKart Home Decor 13,10522,5934.72,448,3.8,4292
P00434,Home & Kitchen,Home Decor,FitPro Home Decor 14,4407.72,2446.06,336,3.9,1193
P00435,Home & Kitchen,Home Decor,Zenith Home Decor 15,16665.82,9587.96,911,4.5,668
P00436,Home & Kitchen,Home Decor,UrbanNest Home Decor 16,1644.25,860.51,412,4.7,499
P00437,Home & Kitchen,Home Decor,NovaTech Home Decor 17,9012.83,5776.14,878,4.5,4259
P00438,Home & Kitchen,Home Decor,UrbanNest Home Decor 18,23615.48,13674.06,918,4.7,2895
P00439,Home & Kitchen,Home Decor,NovaTech Home Decor 19,14450.79,9904.29,565,3.9,3029
P00440,Home & Kitchen,Home Decor,ByteMax Home Decor 20,19008.9,11904.84,131,3.6,4772
P00441,Home & Kitchen,Home Decor,Aarohi Home Decor 21,17306.11,11001.55,539,3.7,3930
P00442,Home & Kitchen,Home Decor,FitPro Home Decor 22,3851.15,2179.74,819,4.8,338
P00443,Home & Kitchen,Home Decor,Zenith Home Decor 23,4992.46,3062.01,74,4.4,2682
P00444,Home & Kitchen,Home Decor,Zenith Home Decor 24,22075.53,12398.4,184,3.9,2758
P00445,Home & Kitchen,Home Decor,ByteMax Home Decor 25,24527.41,18895.21,649,4.3,1306
P00446,Home & Kitchen,Home Decor,NovaTech Home Decor 26,2898.75,2113.42,696,3.6,4986
P00447,Home & Kitchen,Home Decor,NovaTech Home Decor 27,2054.47,1257.19,665,4.2,1518
P00448,Home & Kitchen,Home Decor,NovaTech Home Decor 28,1881.7,1206.55,336,4.2,3391
P00449,Home & Kitchen,Home Decor,GlowCare Home Decor 29,9112.44,6786.35,372,3.9,987
P00450,Home & Kitchen,Home Decor,ByteMax Home Decor 30,3310.27,1913.42,242,4.4,3740
P00451,Home & Kitchen,Home Decor,FitPro Home Decor 31,9302.18,5935.14,72,4.3,2484
P00452,Home & Kitchen,Home Decor,Vistara Home Decor 32,5678.13,4070.19,169,4.4,591
P00453,Home & Kitchen,Home Decor,ByteMax Home Decor 33,12952.81,9251.53,806,3.6,2782
P00454,Home & Kitchen,Home Decor,UrbanNest Home Decor 34,17081.95,11858.36,227,4.8,2204
P00455,Home & Kitchen,Home Decor,UrbanNest Home Decor 35,3294.21,2432.2,369,4.8,4561
P00456,Home & Kitchen,Home Decor,NovaTech Home Decor 36,4857.35,3209.48,530,3.6,4199
P00457,Home & Kitchen,Home Decor,Zenith Home Decor 37,24951.23,15620.72,530,4.4,1625
P00458,Home & Kitchen,Home Decor,NovaTech Home Decor 38,22082.26,16153.24,481,4,513
P00459,Home & Kitchen,Home Decor,Aarohi Home Decor 39,22961.36,14931.94,961,3.6,2901
P00460,Home & Kitchen,Home Decor,Zenith Home Decor 40,21699.87,10913.94,910,3.6,1182
P00461,Home & Kitchen,Home Decor,UrbanNest Home Decor 41,18578.83,14126.94,250,4.2,2716
P00462,Home & Kitchen,Home Decor,Aarohi Home Decor 42,7045.8,3392.37,259,4.6,411
P00463,Home & Kitchen,Appliances,NovaTech Appliances 01,16426.31,11735.89,286,4.4,3480
P00464,Home & Kitchen,Appliances,ByteMax Appliances 02,22853.85,16183.31,436,4.5,221
P00465,Home & Kitchen,Appliances,Aarohi Appliances 03,11380.46,7949.11,557,3.9,3775
P00466,Home & Kitchen,Appliances,HomeEase Appliances 04,22471.73,15760.61,424,4.5,2109
P00467,Home & Kitchen,Appliances,Zenith Appliances 05,17264.29,8887,727,4.4,316
P00468,Home & Kitchen,Appliances,ByteMax Appliances 06,16635.45,10872.78,969,4.5,4430
P00469,Home & Kitchen,Appliances,HomeEase Appliances 07,10719.84,6449.2,577,3.9,3254
P00470,Home & Kitchen,Appliances,UrbanNest Appliances 08,4119.74,3177.85,634,4.8,4649
P00471,Home & Kitchen,Appliances,NovaTech Appliances 09,18854.04,14247.67,424,4.3,1149
P00472,Home & Kitchen,Appliances,GlowCare Appliances 10,19250.51,14909.49,390,4.7,431
P00473,Home & Kitchen,Appliances,HomeEase Appliances 11,7160.01,4483.85,402,4.2,2592
P00474,Home & Kitchen,Appliances,Aarohi Appliances 12,24200.78,17041.51,424,4.6,4371
P00475,Home & Kitchen,Appliances,Vistara Appliances 13,8166.94,5134.53,706,4.4,521
P00476,Home & Kitchen,Appliances,Aarohi Appliances 14,6229.37,3221.81,953,3.8,3956
P00477,Home & Kitchen,Appliances,DailyKart Appliances 15,6170.3,4468.09,770,3.5,4215
P00478,Home & Kitchen,Appliances,DailyKart Appliances 16,19044.31,12174.62,247,4.2,3483
P00479,Home & Kitchen,Appliances,Aarohi Appliances 17,19665.06,10142.45,374,4.3,520
P00480,Home & Kitchen,Appliances,NovaTech Appliances 18,22527.01,14532.97,631,4.4,2644
P00481,Home & Kitchen,Appliances,ByteMax Appliances 19,22783.26,17126.79,718,3.7,2502
P00482,Home & Kitchen,Appliances,HomeEase Appliances 20,8926.99,4870.71,808,4.1,3738
P00483,Home & Kitchen,Appliances,HomeEase Appliances 21,2486.22,1494.81,671,4.3,3938
P00484,Home & Kitchen,Appliances,NovaTech Appliances 22,22251.87,11464.69,136,3.5,2938
P00485,Home & Kitchen,Appliances,ByteMax Appliances 23,16925.52,9086.68,281,3.7,2247
P00486,Home & Kitchen,Appliances,FitPro Appliances 24,8991.84,4616.17,951,4.1,4963
P00487,Home & Kitchen,Appliances,GlowCare Appliances 25,20497.73,15364.56,900,3.5,4733
P00488,Home & Kitchen,Appliances,ByteMax Appliances 26,7408.15,3859.85,430,3.9,2510
P00489,Home & Kitchen,Appliances,DailyKart Appliances 27,10963.8,5739.76,428,3.8,4359
P00490,Home & Kitchen,Appliances,Vistara Appliances 28,6269.21,4122.63,62,4.6,534
P00491,Home & Kitchen,Appliances,Zenith Appliances 29,13400.58,9004.73,315,3.8,1195
P00492,Home & Kitchen,Appliances,Vistara Appliances 30,4193.6,2857.03,535,3.7,2463
P00493,Home & Kitchen,Appliances,GlowCare Appliances 31,22033.52,14948.79,92,4.8,807
P00494,Home & Kitchen,Appliances,Aarohi Appliances 32,4977.87,3603.25,569,3.4,280
P00495,Home & Kitchen,Appliances,HomeEase Appliances 33,23783.55,16705.72,276,4.2,2538
P00496,Home & Kitchen,Appliances,DailyKart Appliances 34,18070.21,11433.6,855,3.8,390
P00497,Home & Kitchen,Appliances,Aarohi Appliances 35,16837.88,10249.69,699,4.8,2369
P00498,Home & Kitchen,Appliances,UrbanNest Appliances 36,3991.86,3023.56,322,4,1710
P00499,Home & Kitchen,Appliances,UrbanNest Appliances 37,4816.54,3624.58,784,4.9,4239
P00500,Home & Kitchen,Appliances,UrbanNest Appliances 38,1598.17,903.02,661,3.7,850
P00501,Home & Kitchen,Appliances,Vistara Appliances 39,12157.53,7895.42,730,4.6,459
P00502,Home & Kitchen,Appliances,NovaTech Appliances 40,21357.58,12117.03,66,3.4,1442
P00503,Home & Kitchen,Appliances,FitPro  Appliances  41,5416.18,3134.62,841,3.6,4177
P00504,Home & Kitchen,Appliances,GlowCare Appliances 42,2990.11,2118.11,908,4.8,3711
P00505,Beauty,Skincare,Zenith Skincare 01,1574.99,1104.38,41,4.3,1803
P00506,Beauty,Skincare,GlowCare Skincare 02,2150.98,1422.05,358,4,4892
P00507,Beauty,Skincare,UrbanNest Skincare 03,1448.89,854.34,821,4.7,2295
P00508,Beauty,Skincare,DailyKart Skincare 04,655.42,450.37,687,3.4,2012
P00509,Beauty,Skincare,GlowCare Skincare 05,5195.34,3977.15,337,4,3174
P00510,Beauty,Skincare,DailyKart Skincare 06,1037.4,713.9,42,4.5,2127
P00511,Beauty,Skincare,Aarohi Skincare 07,1370.86,807.78,105,4.7,1187
P00512,Beauty,Skincare,ByteMax Skincare 08,2368.42,1494.41,278,3.8,3366
P00513,Beauty,Skincare,HomeEase Skincare 09,4869.55,3631.05,152,3.5,1519
P00514,Beauty,Skincare,Zenith Skincare 10,1847.6,1355.5,336,4,3642
P00515,Beauty,Skincare,Zenith Skincare 11,175.77,110.13,409,4.3,715
P00516,Beauty,Skincare,GlowCare Skincare 12,3774.62,2427.11,868,4.6,3205
P00517,Beauty,Skincare,FitPro Skincare 13,1642.71,982.56,935,4.5,207
P00518,Beauty,Skincare,UrbanNest Skincare 14,4962.3,3065.58,376,3.8,1360
P00519,Beauty,Skincare,NovaTech Skincare 15,5127.93,3209.03,131,3.4,1029
P00520,Beauty,Skincare,FitPro Skincare 16,3599.8,2796.67,566,3.8,3865
P00521,Beauty,Skincare,GlowCare Skincare 17,1482.88,971.86,583,4.5,3660
P00522,Beauty,Skincare,Zenith Skincare 18,3364.57,2578.41,512,4.7,3377
P00523,Beauty,Skincare,UrbanNest Skincare 19,1747.36,902.99,598,3.6,339
P00524,Beauty,Skincare,GlowCare Skincare 20,3335.15,2285.6,896,4.1,1662
P00525,Beauty,Skincare,NovaTech Skincare 21,3180.07,1856.5,131,4.9,302
P00526,Beauty,Skincare,Vistara Skincare 22,5343.82,3629.57,709,4.2,2028
P00527,Beauty,Skincare,Zenith Skincare 23,3083.39,1539.77,663,3.7,3722
P00528,Beauty,Skincare,Aarohi Skincare 24,3051.71,1809.14,93,4,263
P00529,Beauty,Skincare,FitPro Skincare 25,5470.59,4249.39,737,3.6,2554
P00530,Beauty,Skincare,HomeEase Skincare 26,5126.13,3773.47,999,4.4,3908
P00531,Beauty,Skincare,FitPro Skincare 27,2344.87,1802.87,292,4.6,4831
P00532,Beauty,Skincare,UrbanNest Skincare 28,4074.42,3154.58,942,4.3,1855
P00533,Beauty,Skincare,DailyKart Skincare 29,2710.64,1696.29,438,3.9,1303
P00534,Beauty,Skincare,Vistara Skincare 30,2913.93,1687.02,446,3.6,2578
P00535,Beauty,Skincare,HomeEase Skincare 31,462.06,356.45,904,4.6,1943
P00536,Beauty,Skincare,UrbanNest Skincare 32,2873.98,2228.36,162,4.4,4239
P00537,Beauty,Skincare,ByteMax Skincare 33,235.53,140.54,835,3.4,2715
P00538,Beauty,Skincare,Vistara Skincare 34,5140.78,3222.64,103,4.7,1533
P00539,Beauty,Skincare,GlowCare Skincare 35,1027.66,722.06,507,4.9,3001
P00540,Beauty,Skincare,DailyKart Skincare 36,365.14,238.55,642,3.4,62
P00541,Beauty,Skincare,ByteMax Skincare 37,3978.43,2102.01,955,4.4,4716
P00542,Beauty,Skincare,DailyKart Skincare 38,2356.27,1708.35,494,3.5,3730
P00543,Beauty,Skincare,GlowCare Skincare 39,5334.8,2974.71,448,3.7,2565
P00544,Beauty,Skincare,NovaTech Skincare 40,1106.65,853.14,63,3.4,2984
P00545,Beauty,Skincare,Vistara Skincare 41,2886.33,2004.71,865,4.8,4262
P00546,Beauty,Skincare,UrbanNest Skincare 42,3676.37,1806.31,663,4.3,4319
P00547,Beauty,Makeup,DailyKart Makeup 01,476.69,347.56,842,3.5,2399
P00548,Beauty,Makeup,UrbanNest Makeup 02,461.12,354.48,176,4.9,2713
P00549,Beauty,Makeup,FitPro Makeup 03,5297.98,2959.26,885,4,3314
P00550,Beauty,Makeup,GlowCare Makeup 04,170.28,91.47,602,4.2,4226
P00551,Beauty,Makeup,Vistara Makeup 05,1246.95,674.34,942,3.9,960
P00552,Beauty,Makeup,Vistara Makeup 06,3502.49,2475.13,832,3.5,3230
P00553,Beauty,Makeup,NovaTech Makeup 07,880.68,593.81,337,3.7,1469
P00554,Beauty,Makeup,NovaTech Makeup 08,1880.66,1373.21,475,4.6,1314
P00555,Beauty,Makeup,GlowCare Makeup 09,5709.55,4018.27,547,3.8,2459
P00556,Beauty,Makeup,Aarohi Makeup 10,5536.76,3824.87,299,4.6,1431
P00557,Beauty,Makeup,ByteMax Makeup 11,4891.11,2725.09,729,3.6,571
P00558,Beauty,Makeup,Aarohi Makeup 12,2174.07,1252.92,417,4.2,3319
P00559,Beauty,Makeup,HomeEase Makeup 13,2780.46,1444.85,166,4.4,3469
P00560,Beauty,Makeup,HomeEase Makeup 14,629.31,472.83,597,3.5,605
P00561,Beauty,Makeup,HomeEase Makeup 15,4698.24,2849.32,136,4.1,1249
P00562,Beauty,Makeup,GlowCare Makeup 16,2933.52,1647.75,299,3.8,3364
P00563,Beauty,Makeup,Zenith Makeup 17,388.21,252.22,666,4.2,679
P00564,Beauty,Makeup,Aarohi Makeup 18,1153.74,720.55,886,4.6,3182
P00565,Beauty,Makeup,ByteMax Makeup 19,3976.75,2181.6,485,4.4,3083
P00566,Beauty,Makeup,NovaTech Makeup 20,3386.03,2411.33,974,4.2,2985
P00567,Beauty,Makeup,DailyKart Makeup 21,2394.71,1655.72,411,4.3,3996
P00568,Beauty,Makeup,HomeEase Makeup 22,4608.5,2767.98,730,3.7,2163
P00569,Beauty,Makeup,UrbanNest Makeup 23,3807.29,1958.24,564,4.3,2235
P00570,Beauty,Makeup,Aarohi Makeup 24,3222.62,2337.16,970,4.9,4365
P00571,Beauty,Makeup,DailyKart Makeup 25,490.92,270.54,749,3.8,256
P00572,Beauty,Makeup,HomeEase Makeup 26,1613.29,1055.87,910,3.6,4415
P00573,Beauty,Makeup,Aarohi Makeup 27,4740.53,3467.96,819,4.1,1190
P00574,Beauty,Makeup,GlowCare Makeup 28,5492.13,3041.41,528,3.7,4741
P00575,Beauty,Makeup,ByteMax Makeup 29,1450.88,809.16,990,4.4,4347
P00576,Beauty,Makeup,Zenith Makeup 30,174.34,94.58,51,4.1,827
P00577,Beauty,Makeup,Aarohi Makeup 31,396.59,221.13,392,4.5,2434
P00578,Beauty,Makeup,Vistara Makeup 32,3625.82,2132.36,417,4.5,62
P00579,Beauty,Makeup,GlowCare Makeup 33,199.01,133.14,288,4.1,4291
P00580,Beauty,Makeup,Aarohi Makeup 34,4539.18,3260.74,963,4.7,3568
P00581,Beauty,Makeup,UrbanNest Makeup 35,997.31,692.87,154,4.4,857
P00582,Beauty,Makeup,DailyKart Makeup 36,1278.74,871.55,679,4.3,1050
P00583,Beauty,Makeup,Zenith Makeup 37,1453.28,978.77,252,4,2106
P00584,Beauty,Makeup,GlowCare  Makeup  38,1910.23,1113.76,584,4.8,3814
P00585,Beauty,Makeup,GlowCare Makeup 39,4411.58,2760.55,638,4.5,4400
P00586,Beauty,Makeup,FitPro Makeup 40,1533.22,1145.27,746,4.4,3861
P00587,Beauty,Makeup,Vistara Makeup 41,3732.93,2893.5,686,3.9,4131
P00588,Beauty,Makeup,Aarohi Makeup 42,3382.72,2078.48,465,4,1858
P00589,Beauty,Haircare,Aarohi Haircare 01,1638.19,1227.91,35,4.4,904
P00590,Beauty,Haircare,Vistara Haircare 02,3527.41,2651.59,281,4.3,2909
P00591,Beauty,Haircare,GlowCare Haircare 03,4268.44,3010.03,224,3.7,1573
P00592,Beauty,Haircare,DailyKart Haircare 04,5481.23,4252.17,321,3.6,646
P00593,Beauty,Haircare,HomeEase Haircare 05,5583.82,3694.34,780,3.4,511
P00594,Beauty,Haircare,HomeEase Haircare 06,1388.99,829,662,4.7,3859
P00595,Beauty,Haircare,Aarohi Haircare 07,3314.53,2519.54,147,4.1,529
P00596,Beauty,Haircare,Aarohi Haircare 08,3560.91,2184.93,192,4.4,1664
P00597,Beauty,Haircare,HomeEase Haircare 09,1635.11,859.63,941,3.4,2969
P00598,Beauty,Haircare,NovaTech Haircare 10,1592.74,951.57,796,4.2,3392
P00599,Beauty,Haircare,Vistara Haircare 11,4080.86,2646.21,63,4.8,4946
P00600,Beauty,Haircare,FitPro Haircare 12,4002.8,2942.23,505,3.9,3972
P00601,Beauty,Haircare,FitPro Haircare 13,296.54,198.75,25,3.4,2823
P00602,Beauty,Haircare,Vistara  Haircare  14,5094.83,3418.26,839,4.1,617
P00603,Beauty,Haircare,HomeEase Haircare 15,1392.64,782.98,60,3.9,2044
