Order_Item_ID,Order_ID,Product_ID,Discount_Pct,Quantity,Unit_Price_INR,Gross_Sales_INR,Discount_Amount_INR,Net_Sales_INR,Cost_INR,Gross_Profit_INR
OI0009979,O005981,P00113,13.8,1,15592.8,15592.8,2151.81,13440.99,9811.12,3629.87
OI0009980,O005982,P00203,8.6,1,1338.29,1338.29,115.09,1223.2,812.49,410.71
OI0009981,O005983,P00234,13.9,1,665.81,665.81,92.55,573.26,511.9,61.36
OI0009982,O005984,P00247,14.7,1,3906.11,3906.11,574.2,3331.91,2956.01,375.9
OI0009983,O005985,P00696,10.7,1,2275.05,2275.05,243.43,2031.62,1227.75,803.87
OI0009984,O005986,P00429,13.3,1,896.94,896.94,119.29,777.65,691.38,86.27
OI0009985,O005987,P00191,15.4,1,5768.39,5768.39,888.33,4880.06,2909.3,1970.76
OI0009986,O005988,P00013,6.8,1,19463.49,19463.49,1323.52,18139.97,10396.84,7743.13
OI0009987,O005988,P00393,15.7,1,15403.96,15403.96,2418.42,12985.54,11957.48,1028.06
OI0009988,O005989,P00862,10.4,1,6577.38,6577.38,684.05,5893.33,4971.53,921.8
OI0009989,O005990,P00610,12.6,1,1055.28,1055.28,132.97,922.31,545.23,377.08
OI0009990,O005991,P00821,10.1,1,441.83,441.83,44.62,397.21,235.28,161.93
OI0009991,O005991,P00456,12,1,4857.35,4857.35,582.88,4274.47,3209.48,1064.99
OI0009992,O005992,P00223,1.1,1,354.34,354.34,3.9,350.44,267.36,83.08
OI0009994,O005993,P00933,0,1,3146.06,3146.06,0,3146.06,1971.31,1174.75
OI0009995,O005994,P00476,9.7,2,6229.37,12458.74,1208.5,11250.24,6443.62,4806.62
OI0009996,O005994,P01008,8.6,1,3120.83,3120.83,268.39,2852.44,1611.27,1241.17
OI0009997,O005995,P00066,20,3,58471.97,175415.91,35083.18,140332.73,85644.81,54687.92
OI0009998,O005995,P00996,7,2,5271.69,10543.38,738.04,9805.34,8137.22,1668.12
OI0009999,O005996,P00591,13.1,1,4268.44,4268.44,559.17,3709.27,3010.03,699.24
OI0010000,O005997,P00874,11.9,1,13914.34,13914.34,1655.81,12258.53,10308.8,1949.73
OI0010001,O005998,P00488,18.1,1,7408.15,7408.15,1340.88,6067.27,3859.85,2207.42
OI0010002,O005998,P01004,8.7,1,1259,1259,109.53,1149.47,618.79,530.68
OI0010003,O005999,P00008,0,1,876.59,876.59,0,876.59,645.73,230.86
OI0010004,O006000,P00004,5.5,1,51064.49,51064.49,2808.55,48255.94,27504.86,20751.08
OI0010005,O006000,P00950,15.4,2,11311.12,22622.24,3483.82,19138.42,12903.86,6234.56
OI0010006,O006001,P00807,21.6,1,2326.1,2326.1,502.44,1823.66,1413.64,410.02
OI0010007,O006002,P00104,13,3,6660.86,19982.58,2597.74,17384.84,9891,7493.84
OI0010008,O006002,P00697,12.7,1,1629.7,1629.7,206.97,1422.73,1113.02,309.71
OI0010009,O006003,P00872,11,1,14597.11,14597.11,1605.68,12991.43,9414.35,3577.08
OI0010010,O006004,P00621,6.3,1,1332.87,1332.87,83.97,1248.9,933.36,315.54
OI0010011,O006004,P00246,6.8,1,5350.23,5350.23,363.82,4986.41,3205.96,1780.45
OI0010012,O006005,P00265,5.8,2,6201.01,12402.02,719.32,11682.7,9502.02,2180.68
OI0010013,O006006,P00483,29.4,2,2486.22,4972.44,1461.9,3510.54,2989.62,520.92
OI0010014,O006006,P00607,9,1,5240.43,5240.43,471.64,4768.79,3521.78,1247.01
OI0010015,O006007,P00395,7.8,1,8146.92,8146.92,635.46,7511.46,4295.39,3216.07
OI0010016,O006008,P00269,1.5,1,5920.33,5920.33,88.8,5831.53,4532.82,1298.71
OI0010017,O006009,P00009,19.3,1,18140.6,18140.6,3501.14,14639.46,13406.15,1233.31
OI0010018,O006009,P00873,6.1,1,889.77,889.77,54.28,835.49,683.57,151.92
OI0010019,O006009,P00922,14,1,7028.25,7028.25,983.96,6044.3,4143.86,1900.44
OI0010020,O006010,P00448,15.6,1,1881.7,1881.7,293.55,1588.15,1206.55,381.6
OI0010021,O006011,P00043,9.2,1,4691.5,67511.82,6211.09,61300.73,35565.44,25735.29
OI0010022,O006012,P00642,13.3,1,505.56,505.56,67.24,438.32,340.25,98.07
OI0010023,O006013,P00580,2.3,1,4539.18,4539.18,104.4,4434.78,3260.74,1174.04
OI0010024,O006013,P00963,21.5,1,10250.83,10250.83,2203.93,8046.9,7272.93,773.97
OI0010025,O006013,P00620,13.5,1,2164.37,2164.37,292.19,1872.18,1271.78,600.4
OI0010026,O006013,P00849,1.8,3,2413.13,7239.39,130.31,7109.08,4648.83,2460.25
OI0010027,O006014,P00337,4.3,2,4771.97,9543.94,410.39,9133.55,5908.96,3224.59
OI0010028,O006015,P00755,13.4,1,907.49,907.49,121.6,785.89,479.29,306.6
OI0010029,O006015,P00776,2.4,,1784.68,1784.68,42.83,1741.85,1358.24,383.61
OI0010030,O006015,P00983,7.4,2,1261.89,2523.78,186.76,2337.02,1336.72,1000.3
OI0010031,O006016,P00544,13.6,1,1106.65,1106.65,150.5,956.15,853.14,103.01
OI0010032,O006016,P00798,5.3,1,2063.54,2063.54,109.37,1954.17,1588.06,366.11
OI0010033,O006017,P00502,4,2,21357.58,42715.16,1708.61,41006.55,24234.06,16772.49
OI0010034,O006018,P00193,14.3,1,4578.69,4578.69,654.75,3923.94,3144.02,779.92
OI0010035,O006019,P00692,13.5,1,2180.1,2180.1,294.31,1885.79,1599.52,286.27
OI0010036,O006020,P00805,14.4,1,1568.51,1568.51,225.87,1342.64,1012.11,330.53
OI0010037,O006020,P00515,11.3,1,175.77,175.77,19.86,155.91,110.13,45.78
OI0010038,O006021,P00012,6.6,1,913.94,913.94,60.32,853.62,703.62,150
OI0010039,O006022,P00201,12.4,1,3986.69,3986.69,494.35,3492.34,2536.59,955.75
OI0010040,O006023,P00312,14.3,1,384.83,384.83,55.03,329.8,193.76,136.04
OI0010041,O006024,P00105,0,2,28099.42,56198.84,0,56198.84,34518.06,21680.78
OI0010042,O006025,P00355,8.4,1,21345.57,21345.57,1793.03,19552.54,15419.42,4133.12
OI0010043,O006026,P00148,18.5,1,26274.29,26274.29,4860.74,21413.55,16061.52,5352.03
OI0010044,O006026,P00670,9.1,2,1441.38,2882.76,262.33,2620.43,2163.7,456.73
OI0010045,O006027,P00344,9.2,1,11323.36,11323.36,1041.75,10281.61,5912.52,4369.09
OI0010046,O006027,P00501,5.7,1,12157.53,12157.53,692.98,11464.55,7895.42,3569.13
OI0010047,O006028,P00105,21.1,2,28099.42,56198.84,11857.96,44340.88,34518.06,9822.82
OI0010048,O006028,P00832,0,1,1122.6,1122.6,0,1122.6,548.31,574.29
OI0010049,O006029,P00838,10.2,1,2387.7,2387.7,243.55,2144.15,1774.42,369.73
OI0010050,O006029,P00273,8.5,2,3741.3,7482.6,636.02,6846.58,5589.94,1256.64
OI0010051,O006030,P00066,24.7,1,58471.97,58471.97,14442.58,44029.39,28548.27,15481.12
OI0010052,O006031,P00640,13.2,1,442.78,442.78,58.45,384.33,265.57,118.76
OI0010053,O006032,P00184,13.5,1,1282.85,1282.85,173.18,1109.67,861.18,248.49
OI0010054,O006033,P00740,12.1,1,1920.29,1920.29,232.36,1687.93,1324.2,363.73
OI0010055,O006033,P00373,12.7,1,20917.17,20917.17,2656.48,18260.69,16033.71,2226.98
OI0010056,O006033,P00142,21.8,1,66088.95,66088.95,14407.39,51681.56,48517.69,3163.87
OI0010057,O006034,P00107,19.2,2,89872.81,179745.62,34511.16,145234.46,91009.78,54224.68
OI0010058,O006034,P00061,8.3,2,21991.75,43983.5,3650.63,40332.87,26771.48,13561.39
OI0010059,O006035,P00320,10.2,2,6066.58,12133.16,1237.58,10895.58,6729.76,4165.82
OI0010060,O006035,P00651,20.3,1,5681.99,5681.99,1153.44,4528.55,4288.85,239.7
OI0010061,O006036,P00468,0,1,16635.45,16635.45,0,16635.45,10872.78,5762.67
OI0010062,O006036,P00409,16.4,,10033.75,10033.75,1645.54,8388.22,6399.4,1988.82
OI0010063,O006037,P00650,9.7,2,4548.74,9097.48,882.46,8215.02,5588.42,2626.6
OI0010064,O006037,P00760,0,1,1662.16,1662.16,0,1662.16,902.03,760.13
OI0010065,O006038,P00400,3.2,1,2650.5,2650.5,84.82,2565.68,1854.06,711.62
OI0010066,O006039,P00308,23.9,2,3281.29,6562.58,1568.46,4994.12,3260.04,1734.08
OI0010067,O006039,P00177,19.6,2,6147.22,12294.44,2409.71,9884.73,8314.68,1570.05
OI0010068,O006040,P00389,4.3,2,22407.72,44815.44,1927.06,42888.38,28876.72,14011.66
OI0010069,O006040,P00523,8.1,1,1747.36,1747.36,141.54,1605.82,902.99,702.83
OI0010070,O006040,P00854,6.2,1,13848.95,13848.95,858.63,12990.32,6795.99,6194.33
OI0010071,O006040,P00372,14.1,2,24277.36,48554.72,6846.22,41708.5,33872.46,7836.04
OI0010072,O006041,P00571,10,1,490.92,490.92,49.09,441.83,270.54,171.29
OI0010073,O006041,P00253,28.2,1,3199.54,3199.54,902.27,2297.27,1674.59,622.68
OI0010074,O006042,P00164,13.8,2,15905.78,31811.56,4390,27421.56,23791.46,3630.1
OI0010075,O006042,P00893,25.2,1,2316.87,2316.87,583.85,1733.02,1799.04,-66.02
OI0010076,O006043,P00768,17.6,1,908.41,908.41,159.88,748.53,474.01,274.52
OI0010077,O006044,P00919,15.7,1,9760.21,9760.21,1532.35,8227.86,6484.01,1743.85
OI0010078,O006044,P00490,6.4,1,6269.21,6269.21,401.23,5867.98,4122.63,1745.35
OI0010079,O006044,P00182,21.3,1,585.86,585.86,124.79,461.07,311.98,149.09
OI0010080,O006045,P00931,15.7,1,6735.94,6735.94,1057.54,5678.4,4545.97,1132.43
OI0010081,O006045,P00686,17,1,1771.09,1771.09,301.09,1470,1323.87,146.13
OI0010082,O006046,P00393,12,1,15403.96,15403.96,1848.48,13555.48,11957.48,1598
OI0010083,O006047,P00654,9.2,4,5219.53,20878.12,1920.79,18957.33,10474.96,8482.37
OI0010084,O006047,P00880,0,3,9883.07,29649.21,0,29649.21,20845.26,8803.95
OI0010085,O006047,P00162,0,1,34640.63,34640.63,0,34640.63,21320.79,13319.84
OI0010086,O006047,P00267,12.7,2,5475.1,10950.2,1390.68,9559.52,5257.86,4301.66
OI0010087,O006048,P00179,21.4,3,1915.48,5746.44,1229.74,4516.7,3858.42,658.28
OI0010088,O006048,P00669,11.8,3,5450.89,16352.67,1929.62,14423.05,9195.45,5227.6
OI0010089,O006049,P00058,11.2,3,59040.75,177122.25,19837.69,157284.56,85149,72135.56
OI0010090,O006050,P00792,15.1,2,581.7,1163.4,175.67,987.73,634.68,353.05
OI0010091,O006051,P00153,12.8,1,54865.72,54865.72,7022.81,47842.91,34838.89,13004.02
OI0010092,O006051,P00104,12.6,1,6660.86,6660.86,839.27,5821.59,3297,2524.59
OI0010093,O006052,P00761,5.7,1,2350.61,2350.61,133.98,2216.63,1257.76,958.87
OI0010094,O006052,P00845,13.9,2,8712.07,17424.14,2421.96,15002.18,11043.84,3958.34
OI0010095,O006052,Unknown,11.1,1,62372.69,62372.69,6923.37,55449.32,37007.43,18441.89
OI0010096,O006052,P00503,10.7,1,5416.18,5416.18,579.53,4836.65,3134.62,1702.03
OI0010097,O006053,P00823,5.7,1,1053.19,1053.19,60.03,993.16,772.07,221.09
OI0010098,O006053,P00327,16.5,1,6056.95,6056.95,999.4,5057.55,3442.58,1614.97
OI0010099,O006054,P00079,6.1,1,34462.04,34462.04,2102.18,32359.86,25168.52,7191.34
OI0010100,O006055,P00409,1.6,1,10033.75,10033.75,160.54,9873.21,6399.4,3473.81
OI0010101,O006056,P00366,10.9,1,9289.1,9289.1,1012.51,8276.59,5013.58,3263.01
OI0010102,O006057,P00956,9.6,1,14524.68,14524.68,1394.37,13130.31,7385.05,5745.26
OI0010103,O006057,P00327,21.6,2,6056.95,12113.9,2616.6,9497.3,6885.16,2612.14
OI0010104,O006057,P00758,0,1,2042.04,2042.04,0,2042.04,1086.85,955.19
OI0010105,O006058,P00774,10.4,1,1099.91,1099.91,114.39,985.52,542.97,442.55
OI0010106,O006059,P00299,9.9,3,3473.43,10420.29,1031.61,9388.68,6925.41,2463.27
OI0010107,O006060,P00086,13.4,1,31287.63,31287.63,4192.54,27095.09,16194.29,10900.8
OI0010108,O006060,P00044,7.9,1,32849.24,32849.24,2595.09,30254.15,17643.49,12610.66
OI0010109,O006060,P00243,12.9,,6594.43,13188.86,1701.36,11487.5,8807.36,2680.14
OI0010110,O006061,P00450,21.7,1,3310.27,3310.27,718.33,2591.94,1913.42,678.52
OI0010111,O006061,P00486,8,2,8991.84,17983.68,1438.69,16544.99,9232.34,7312.65
OI0010112,O006062,P00630,10.9,1,5793.62,5793.62,631.5,5162.12,3016.34,2145.78
OI0010113,O006062,P00231,11.1,1,3507.24,3507.24,389.3,3117.94,1712.03,1405.91
OI0010114,O006063,P00545,19.7,1,2886.33,2886.33,568.61,2317.72,2004.71,313.01
OI0010115,O006064,P00801,20.8,2,610.77,1221.54,254.08,967.46,820.06,147.4
OI0010116,O006064,P00420,19.2,1,2125.94,2125.94,408.18,1717.76,1224.01,493.75
OI0010117,O006065,P00001,8.9,1,38963.91,38963.91,3467.79,35496.12,19508.25,15987.87
OI0010118,O006065,P00745,12,1,1022.88,1022.88,122.75,900.13,772.14,127.99
OI0010119,O006066,P00569,9.8,2,3807.29,7614.58,746.23,6868.35,3916.48,2951.87
OI0010120,O006067,P00250,21.8,1,4035.92,4035.92,879.83,3156.09,2356.42,799.67
OI0010121,O006068,P00533,14.5,1,2710.64,2710.64,393.04,2317.6,1696.29,621.31
OI0010122,O006068,P00159,10,1,78828.24,78828.24,7882.82,70945.42,48066.78,22878.64
OI0010123,O006069,P00240,28,4,1816.92,7267.68,2034.95,5232.73,4213.8,1018.93
OI0010124,O006070,P00180,9.3,1,5859.18,5859.18,544.9,5314.28,3017.47,2296.81
OI0010125,O006071,P00773,22,1,959.07,959.07,211,748.07,503.57,244.5
OI0010126,O006072,P00538,3.5,1,5140.78,5140.78,179.93,4960.85,3222.64,1738.21
OI0010127,O006073,P00439,11.2,1,14450.79,14450.79,1618.49,12832.3,9904.29,2928.01
OI0010128,O006074,P00518,9.6,1,4962.3,4962.3,476.38,4485.92,3065.58,1420.34
OI0010129,O006074,P00337,13.5,1,4771.97,4771.97,644.22,4127.75,2954.48,1173.27
OI0010130,O006075,P00366,15.2,1,9289.1,9289.1,1411.94,7877.16,5013.58,2863.58
OI0010131,O006076,P00034,20.3,1,14634.31,14634.31,2970.76,11663.55,8986.27,2677.28
OI0010132,O006076,P00555,12.6,2,5709.55,11419.1,1438.81,9980.29,8036.54,1943.75
OI0010133,O006076,P00972,2.4,1,8466.82,8466.82,203.2,8263.62,4791.15,3472.47
OI0010134,O006077,P00705,1.5,2,2238.93,4477.86,67.17,4410.69,2375.68,2035.01
OI0010135,O006078,P00365,0,2,3129.96,6259.92,0,6259.92,3260.74,2999.18
OI0010136,O006078,P00502,15.9,1,21357.58,21357.58,3395.86,17961.72,12117.03,5844.69
OI0010137,O006079,P00696,7.4,1,2275.05,2275.05,168.35,2106.7,1227.75,878.95
OI0010138,O006079,P00626,3.5,1,1226.96,1226.96,42.94,1184.02,624.04,559.98
OI0010139,O006080,P00175,21.1,3,6907.33,20721.99,4372.34,16349.65,14711.49,1638.16
OI0010140,O006080,P00330,12.8,3,4718.4,14155.2,1811.87,12343.33,10854.75,1488.58
OI0010141,O006081,P00762,10.2,1,309.75,309.75,31.59,278.16,190.65,87.51
OI0010142,O006082,P00060,5.4,1,85554.24,85554.24,4619.93,80934.31,66272.69,14661.62
OI0010143,O006082,P00441,0,1,17306.11,17306.11,0,17306.11,11001.55,6304.56
OI0010144,O006082,P00422,10.3,3,10635.85,31907.55,3286.48,28621.07,18140.4,10480.67
OI0010145,O006083,P00304,11,2,445,890,97.9,792.1,664.22,127.88
OI0010146,O006083,P00078,12.2,1,47015.2,47015.2,5735.85,41279.35,26535.79,14743.56
OI0010147,O006084,P00427,14.6,1,10138.95,10138.95,1480.29,8658.66,5609.37,3049.29
OI0010148,O006085,P00377,9.1,1,16342.04,16342.04,1487.13,14854.91,8157.9,6697.01
OI0010149,O006086,P00482,14.7,1,8926.99,8926.99,1312.27,7614.72,4870.71,2744.01
OI0010150,O006087,P00302,17.3,1,4143.46,4143.46,716.82,3426.64,2461.06,965.58
OI0010151,O006088,P00243,19,1,6594.43,6594.43,1252.94,5341.49,4403.68,937.81
OI0010152,O006088,P00826,9.3,1,1697.64,1697.64,157.88,1539.76,1309.45,230.31
OI0010153,O006088,P00842,14,1,1359.32,1359.32,190.3,1169.02,862.21,306.81
OI0010154,O006089,P00527,1.5,2,3083.39,6166.78,92.5,6074.28,3079.54,2994.74
OI0010155,O006090,P00261,20.7,1,6350.07,6350.07,1314.46,5035.61,3795.33,1240.28
OI0010156,O006091,P00222,10.3,3,594.46,1783.38,183.69,1599.69,1351.83,247.86
OI0010157,O006092,P00744,0,2,1689.5,3379,0,3379,2035.6,1343.4
OI0010158,O006093,P00303,13.6,1,3428.27,3428.27,466.24,2962.03,1997.57,964.46
OI0010159,O006093,P00050,6.9,1,40047.49,40047.49,2763.28,37284.21,19888.02,17396.19
OI0010160,O006094,P00028,11.5,1,63759.02,63759.02,7332.29,56426.73,42076.51,14350.22
OI0010161,O006094,P00666,18,1,760.14,760.14,136.83,623.31,467.55,155.76
OI0010162,O006095,P01002,19.2,1,9207.26,9207.26,1767.79,7439.47,5823.4,1616.07
OI0010163,O006096,P00072,7.8,1,66491.24,66491.24,5186.32,61304.92,47470.14,13834.78
OI0010164,O006097,P00957,22.8,1,6492.57,6492.57,1480.31,5012.26,3961.26,1051
OI0010165,O006098,P00076,8.6,1,63213.48,63213.48,5436.36,57777.12,44463.86,13313.26
OI0010166,O006099,P00527,10.1,1,3083.39,3083.39,311.42,2771.97,1539.77,1232.2
OI0010167,O006099,P00861,15.8,1,4837.55,4837.55,764.33,4073.22,3605.48,467.74
OI0010168,O006100,P00234,9.6,2,665.81,1331.62,127.84,1203.78,1023.8,179.98
OI0010169,O006100,P01005,13,1,11376.2,11376.2,1478.91,9897.29,6239.95,3657.34
OI0010170,O006100,P00837,20.2,3,1685.64,5056.92,1021.5,4035.42,2607.27,1428.15
OI0010171,O006100,P00114,9.7,2,75639.58,151279.16,14674.08,136605.08,85520.6,51084.48
OI0010172,O006101,P00667,18.4,1,1210.4,1210.4,222.71,987.69,859.57,128.12
OI0010173,O006102,P00305,11.8,1,5241.09,5241.09,618.45,4622.64,2583.29,2039.35
OI0010174,O006103,P00030,5.5,1,30595.86,30595.86,1682.77,28913.09,23197.18,5715.91
OI0010175,O006104,P00240,16.6,1,1816.92,1816.92,301.61,1515.31,1053.45,461.86
OI0010176,O006105,P00116,11.6,2,67230.62,134461.24,15597.5,118863.74,101346.94,17516.8
OI0010177,O006106,P00304,15.3,1,445,445,68.08,376.92,332.11,44.81
OI0010178,O006106,P00493,17.4,1,22033.52,22033.52,3833.83,18199.69,14948.79,3250.9
OI0010179,O006107,P00200,15.2,3,994.82,2984.46,453.64,2530.82,1544.64,986.18
OI0010180,O006107,P00984,29.1,1,9504.25,9504.25,2765.74,6738.51,5694.36,1044.15
OI0010181,O006107,P00962,25.6,1,4406.38,4406.38,1128.03,3278.35,2174.53,1103.82
OI0010182,O006108,P00098,16,1,4238.79,4238.79,678.21,3560.58,2309.1,1251.48
OI0010183,O006109,P00472,2.1,1,19250.51,19250.51,404.26,18846.25,14909.49,3936.76
OI0010184,O006109,P00895,15.2,2,13447.07,26894.14,4087.91,22806.23,18950.88,3855.35
OI0010185,O006110,P00993,10.7,2,2710.2,5420.4,579.98,4840.42,2875.26,1965.16
OI0010186,O006110,P00528,7.9,1,3051.71,3051.71,241.09,2810.62,1809.14,1001.48
OI0010187,O006111,P00199,5.2,1,1871.03,1871.03,97.29,1773.74,997.93,775.81
OI0010188,O006111,P00711,22.2,3,2225,6675,1481.85,5193.15,4380.9,812.25
OI0010189,O006112,P00640,10.9,1,442.78,442.78,48.26,394.52,265.57,128.95
OI0010190,O006113,P00022,15.7,1,67841.05,67841.05,10651.04,57190.01,49756,7434.01
OI0010191,O006114,P00469,10.1,1,10719.84,10719.84,1082.7,9637.14,6449.2,3187.94
OI0010192,O006114,P00380,16.3,2,11619.25,23238.5,3787.88,19450.62,13843.62,5607
OI0010193,O006115,P01000,13.2,4,4667.58,18670.32,2464.48,16205.84,14518.04,1687.8
OI0010194,O006115,P00067,4.3,1,47724.26,47724.26,2052.14,45672.12,33875.07,11797.05
OI0010195,O006116,P00538,1.1,1,5140.78,5140.78,56.55,5084.23,3222.64,1861.59
OI0010196,O006117,P00889,3.2,1,14849.77,14849.77,475.19,14374.58,11541.95,2832.63
OI0010197,O006118,P00843,3.6,1,3542.56,3542.56,127.53,3415.03,2480.24,934.79
OI0010198,O006118,P00529,4.4,1,5470.59,5470.59,240.71,5229.88,4249.39,980.49
OI0010199,O006119,P00833,18.9,2,672.24,1344.48,254.11,1090.37,1026.72,63.65
OI0010200,O006119,P00361,18.6,1,3324.17,3324.17,618.3,2705.87,2414.42,291.45
OI0010201,O006119,P00772,17.8,1,1598.47,1598.47,284.53,1313.94,946.94,367
OI0010202,O006120,P00918,2.6,1,9459.21,9459.21,245.94,9213.27,6066.26,3147.01
OI0010203,O006121,P00680,7.5,1,164.08,164.08,12.31,151.77,81.75,70.02
OI0010204,O006122,P00608,13.2,2,3519.23,7038.46,929.08,6109.38,3494.42,2614.96
OI0010205,O006123,P00983,17.3,1,1261.89,1261.89,218.31,1043.58,668.36,375.22
OI0010206,O006123,P00058,0.6,1,59040.75,59040.75,354.24,58686.51,28383,30303.51
OI0010207,O006124,P00941,12.8,1,1865.75,1865.75,238.82,1626.93,1342.2,284.73
OI0010208,O006124,P00568,18.2,2,4608.5,9217,1677.49,7539.51,5535.96,2003.55
OI0010209,O006124,P00258,7.6,1,4519.79,4519.79,343.5,4176.29,3140.48,1035.81
OI0010210,O006125,Unknown,7.4,3,1053.19,3159.57,233.81,2925.76,2316.21,609.55
OI0010211,O006126,P00801,3.1,1,610.77,610.77,18.93,591.84,410.03,181.81
OI0010212,O006127,P00436,11.2,1,1644.25,1644.25,184.16,1460.09,860.51,599.58
OI0010213,O006128,P00521,7.1,2,1482.88,2965.76,210.57,2755.19,1943.72,811.47
OI0010214,O006129,P00950,8.9,1,11311.12,11311.12,1006.69,10304.43,6451.93,3852.5
OI0010215,O006130,P00059,18.1,3,63913.83,191741.49,34705.21,157036.28,128151.45,28884.83
OI0010216,O006130,P00784,19.5,1,1270.6,1270.6,247.77,1022.83,959.53,63.3
OI0010217,O006130,P00892,12.9,1,13514.32,13514.32,1743.35,11770.97,6814.42,4956.55
OI0010218,O006131,P00870,19,1,14242.45,14242.45,2706.07,11536.38,9902.9,1633.48
OI0010219,O006131,P00823,9.4,4,1053.19,4212.76,396,3816.76,3088.28,728.48
OI0010220,O006132,P00962,14.1,2,4406.38,8812.76,1242.6,7570.16,4349.06,3221.1
OI0010221,O006133,P00804,9.8,4,462.6,1850.4,181.34,1669.06,934.72,734.34
OI0010222,O006133,P00122,25.8,3,86997.39,260992.17,67335.98,193656.19,135728.04,57928.15
OI0010223,O006134,P00967,8.1,1,8176.05,8176.05,662.26,7513.79,6142.25,1371.54
OI0010224,O006134,P00022,9.6,2,67841.05,135682.1,13025.48,122656.62,99512,23144.62
OI0010225,O006135,P00359,10,2,21932.29,43864.58,4386.46,39478.12,32089.86,7388.26
OI0010226,O006136,P00252,29.7,1,2290.62,2290.62,680.31,1610.31,1416.88,193.43
OI0010227,O006137,P00833,3.3,4,672.24,2688.96,88.74,2600.22,2053.44,546.78
OI0010228,O006138,P00602,13,1,5094.83,5094.83,662.33,4432.5,3418.26,1014.24
OI0010229,O006138,P00795,19.6,1,438.86,438.86,86.02,352.84,267.9,84.94
OI0010230,O006139,P00298,20.7,1,5261.54,5261.54,1089.14,4172.4,3815.14,357.26
OI0010231,O006140,P00892,3.7,1,13514.32,13514.32,500.03,13014.29,6814.42,6199.87
OI0010232,O006140,P00446,12.6,1,2898.75,2898.75,365.24,2533.51,2113.42,420.09
OI0010233,O006141,P00266,10.2,1,2463.27,2463.27,251.25,2212.02,1402.14,809.88
OI0010234,O006142,P00979,9.7,1,11534.54,11534.54,1118.85,10415.69,8697.91,1717.78
OI0010235,O006143,P00181,21.1,1,1111.48,1111.48,234.52,876.96,537.3,339.66
OI0010236,O006144,P00560,13.3,,629.31,1258.62,167.4,1091.22,945.66,145.56
OI0010237,O006145,P00907,7.6,2,8615.06,17230.12,1309.49,15920.63,11754,4166.63
OI0010238,O006146,P00800,8.4,1,2167.33,2167.33,182.06,1985.27,1282.49,702.78
OI0010239,O006147,P00541,13.9,2,3978.43,7956.86,1106,6850.86,4204.02,2646.84
OI0010240,O006148,P00438,10.7,2,23615.48,47230.96,5053.71,42177.25,27348.12,14829.13
OI0010241,O006149,P00010,17.9,1,62923.52,62923.52,11263.31,51660.21,48390.56,3269.65
OI0010242,O006149,P00308,12.9,1,3281.29,3281.29,423.29,2858,1630.02,1227.98
OI0010243,O006149,P00657,15.5,1,1276.95,1276.95,197.93,1079.02,977.65,101.37
OI0010244,O006150,P00673,15.1,1,218.99,218.99,33.07,185.92,170.33,15.59
OI0010245,O006151,P00269,13.6,1,5920.33,5920.33,805.16,5115.17,4532.82,582.35
OI0010246,O006151,P00709,14,3,2204.09,6612.27,925.72,5686.55,5011.23,675.32
OI0010247,O006152,P00867,16.4,2,12671.1,25342.2,4156.12,21186.08,12509.82,8676.26
OI0010248,O006153,P00088,13.1,1,12735.31,12735.31,1668.33,11066.98,8494.47,2572.51
OI0010249,O006154,P00624,15.2,3,1502.65,4507.95,685.21,3822.74,2743.92,1078.82
OI0010250,O006155,P00499,12.7,1,4816.54,4816.54,611.7,4204.84,3624.58,580.26
OI0010251,O006155,P00008,11.4,1,876.59,876.59,99.93,776.66,645.73,130.93
OI0010252,O006156,P00445,2.1,1,24527.41,24527.41,515.08,24012.33,18895.21,5117.12
OI0010253,O006157,P00677,22.8,2,1722.15,3444.3,785.3,2659,2642.54,16.46
OI0010254,O006158,P01005,11.7,1,11376.2,11376.2,1331.02,10045.18,6239.95,3805.23
OI0010255,O006158,P00757,8.1,1,1560.18,1560.18,126.37,1433.81,759.54,674.27
OI0010256,O006158,P00098,16.3,3,4238.79,12716.37,2072.77,10643.6,6927.3,3716.3
OI0010257,O006158,P00571,19.6,1,490.92,490.92,96.22,394.7,270.54,124.16
OI0010258,O006159,P00595,3.8,3,3314.53,9943.59,377.86,9565.73,7558.62,2007.11
OI0010259,O006160,P00795,15.3,1,438.86,438.86,67.15,371.71,267.9,103.81
OI0010260,O006161,P00522,16.4,1,3364.57,3364.57,551.79,2812.78,2578.41,234.37
OI0010261,O006161,P00347,15,1,23742.01,23742.01,3561.3,20180.71,14293.12,5887.59
OI0010262,O006161,P00666,6.7,1,760.14,760.14,50.93,709.21,467.55,241.66
OI0010263,O006162,P00691,8.2,4,1238.13,4952.52,406.11,4546.41,2641.88,1904.53
OI0010264,O006163,P00955,9,2,8818.29,17636.58,1587.29,16049.29,12760.48,3288.81
OI0010265,O006164,P00786,7.8,1,2471.18,2471.18,192.75,2278.43,1581.56,696.87
OI0010266,O006164,P00397,19.9,2,3727.55,7455.1,1483.56,5971.54,4659.12,1312.42
OI0010267,O006165,P00086,6.8,2,31287.63,62575.26,4255.12,58320.14,32388.58,25931.56
OI0010268,O006165,P00556,5.4,3,5536.76,16610.28,896.96,15713.32,11474.61,4238.71
OI0010269,O006166,P00572,7.3,1,1613.29,1613.29,117.77,1495.52,1055.87,439.65
