Customer_ID,Age,City,State,Gender,Customer_Tier,Signup_Date,Acquisition_Channel,Preferred_Device
C03859,18,Kolkata,West Bengal,Male,Regular,29-11-25,Paid Search,Desktop
C03860,43,Nashik,Maharashtra,Female,VIP,16-08-25,Email,Mobile
C03861,41,Hyderabad,Telangana,Male,Regular,28-11-25,Organic,Mobile
C03862,26,Bengaluru,Karnataka,Male,Loyal,14-10-25,Paid Search,Mobile
C03863,36,New Delhi,Delhi,Female,Loyal,19-02-23,Referral,Mobile
C03864,30,Coimbatore,Tamil Nadu,Male,Loyal,06-05-24,Paid Search,Mobile
C03865,43,Muzaffarpur,Bihar,Male,Regular,07-06-24,Email,Mobile
C03866,32,Mysuru,Karnataka,Male,Regular,06-08-25,Organic,Mobile
C03867,26,Delhi,Delhi,Female,VIP,03-04-23,Paid Search,Desktop
C03868,33,Nashik,Maharashtra,Female,New,02-08-25,Email,Tablet
C03869,36,Jabalpur,Madhya Pradesh,Female,New,07-04-25,Referral,Desktop
C03870,27,Bengaluru,Karnataka,Female,New,20-04-23,Social Media,Mobile
C03871,29,Coimbatore,Tamil Nadu,Male,Regular,16-05-25,Paid Search,Desktop
C03872,29,Pune,Maharashtra,Female,New,18-06-25,Organic,Mobile
C03873,35,Hyderabad,Telangana,Female,Loyal,19-04-23,Paid Search,Mobile
C03874,30,Kanpur,Uttar Pradesh,Male,Loyal,11-10-24,Email,Tablet
C03875,25,Jodhpur,Rajasthan,Female,Loyal,28-10-24,Organic,Desktop
C03876,31,Udaipur,Rajasthan,Male,Loyal,05-06-24,Social Media,Mobile
C03877,34,Bengaluru,Karnataka,Female,New,03-07-24,Affiliate,Mobile
C03878,25,Coimbatore,Tamil Nadu,Other,Regular,18-11-24,Paid Search,Desktop
C03879,18,Madurai,Tamil Nadu,Male,VIP,16-11-24,Email,Desktop
C03880,45,Coimbatore,Tamil Nadu,Male,Loyal,29-01-25,Social Media,Mobile
C03881,28,Bengaluru,Karnataka,Male,Loyal,27-01-23,Affiliate,Mobile
C03882,29,Delhi,Delhi,Female,Regular,19-08-25,Organic,Tablet
C03883,28,Durgapur,West Bengal,Female,VIP,02-08-23,Organic,Mobile
C03884,23,Hyderabad,Telangana,Other,New,20-06-23,Organic,Mobile
C03885,36,New Delhi,Delhi,Female,New,10-06-25,Organic,Mobile
C03886,50,Gurugram,Haryana,Male,Loyal,20-03-23,Organic,Mobile
C03887,40,Kanpur,Uttar Pradesh,Female,Regular,23-10-24,Paid Search,Desktop
C03888,18,Varanasi,Uttar Pradesh,Female,New,01-09-24,Referral,Mobile
C03889,18,Indore,Madhya Pradesh,Female,Loyal,17-01-25,Email,Mobile
C03890,38,Ahmedabad,Gujarat,Male,Regular,04-07-24,Paid Search,Mobile
C03891,22,Chennai,Tamil Nadu,Male,Regular,17-11-25,Organic,Mobile
C03892,24,Jodhpur,Rajasthan,Female,Regular,11-07-25,Organic,Mobile
C03893,28,Mumbai,Maharashtra,Female,Regular,16-03-23,Social Media,Mobile
C03894,30,Panipat,Haryana,Male,New,24-05-25,Referral,Mobile
C03895,25,Coimbatore,Tamil Nadu,Male,Regular,10-09-24,Organic,Mobile
C03896,32,Nashik,Maharashtra,Female,Regular,04-02-24,Social Media,Mobile
C03897,31,Hyderabad,Telangana,Male,Regular,07-05-24,Paid Search,Mobile
C03898,26,Varanasi,Uttar Pradesh,Other,New,04-05-24,Paid Search,Mobile
C03899,40,Jabalpur,Madhya Pradesh,Female,Loyal,15-06-25,Paid Search,Desktop
C03900,29,Warangal,Telangana,Female,Regular,27-07-25,Organic,Mobile
C03901,24,Salem,Tamil Nadu,Female,New,02-06-23,Social Media,Mobile
C03902,41,Pune,Maharashtra,Female,Regular,04-02-23,Organic,Desktop
C03903,34,Mumbai,Maharashtra,Female,New,21-11-25,Organic,Mobile
C03904,21,New Delhi,Delhi,Female,Regular,17-03-23,Email,Mobile
C03905,20,Pune,Maharashtra,Male,Regular,19-04-25,Organic,Mobile
C03906,18,Kozhikode,Kerala,Male,Regular,10-09-23,Email,Mobile
C03907,26,Bengaluru,Karnataka,Female,Regular,17-05-24,Referral,Mobile
C03908,30,Delhi,Delhi,Female,Regular,01-08-24,Organic,Mobile
C03909,33,New Delhi,Delhi,Female,New,12-03-25,Paid Search,Desktop
C03910,38,Mysuru,Karnataka,Female,Regular,21-10-25,Organic,Mobile
C03911,35,Bengaluru,Karnataka,Female,New,12-07-25,Social Media,Mobile
C03912,31,Ahmedabad,Gujarat,Female,VIP,30-11-25,Referral,Mobile
C03913,31,Mangaluru,Karnataka,Female,Loyal,19-09-23,Organic,Mobile
C03914,27,Nagpur,Maharashtra,Male,New,22-12-24,Affiliate,Mobile
C03915,33,Delhi,Delhi,Female,Loyal,16-05-25,Paid Search,Mobile
C03916,30,New Delhi,Delhi,Female,Regular,02-03-25,Referral,Mobile
C03917,24,Bhagalpur,Bihar,Other,Loyal,28-09-23,Email,Mobile
C03918,37,Kota,Rajasthan,Male,Loyal,27-03-24,Paid Search,Desktop
C03919,29,New Delhi,Delhi,Female,New,22-07-23,Social Media,Mobile
C03920,20,Thiruvananthapuram,Kerala,Female,New,17-06-23,Affiliate,Desktop
C03921,27,Kozhikode,Kerala,Male,Regular,10-12-23,Email,Mobile
C03922,41,Vadodara,Gujarat,Female,Regular,30-04-23,Social Media,Mobile
C03923,27,Warangal,Telangana,Male,Regular,27-06-25,Email,Mobile
C03924,33,Siliguri,West Bengal,Female,Loyal,12-01-23,Social Media,Mobile
C03925,27,Bhagalpur,Bihar,Female,Regular,26-09-23,Paid Search,Mobile
C03926,40,Kanpur,Uttar Pradesh,Female,New,25-07-23,Paid Search,Desktop
C03927,32,Ludhiana,Punjab,Male,New,19-12-24,Affiliate,Mobile
C03928,29,Mysuru,Karnataka,Female,Loyal,26-10-24,Paid Search,Desktop
C03929,33,Jabalpur,Madhya Pradesh,Male,New,23-01-23,Paid Search,Mobile
C03930,18,Noida,Uttar Pradesh,Female,Regular,25-10-23,Social Media,Mobile
C03931,30,Jabalpur,Madhya Pradesh,Female,New,21-12-23,Social Media,Mobile
C03932,47,Gwalior,Madhya Pradesh,Female,New,27-09-23,Organic,Desktop
C03933,43,Gwalior,Madhya Pradesh,Male,New,31-05-23,Email,Mobile
C03934,35,Madurai,Tamil Nadu,Female,Loyal,28-01-25,Referral,Mobile
C03935,28,Mangaluru,Karnataka,Female,Regular,12-10-25,Social Media,Desktop
C03936,50,Gwalior,Madhya Pradesh,Female,Regular,21-05-24,Paid Search,Desktop
C03937,29,Siliguri,West Bengal,Male,Regular,04-03-23,Paid Search,Mobile
C03938,20,Lucknow,Uttar Pradesh,Female,Loyal,10-12-25,Paid Search,Mobile
C03939,37,Mysuru,Karnataka,Male,Regular,03-05-24,Affiliate,Mobile
C03940,34,New Delhi,Delhi,Male,Regular,21-07-23,Social Media,Mobile
C03941,30,New Delhi,Delhi,Female,New,11-04-25,Social Media,Desktop
C03942,35,Patna,Bihar,Female,Regular,21-08-23,Social Media,Mobile
C03943,18,Mangaluru,Karnataka,Male,VIP,09-09-23,Email,Mobile
C03944,29,Surat,Gujarat,Male,Regular,13-06-23,Referral,Mobile
C03945,29,Hubballi,Karnataka,Male,Loyal,30-11-25,Organic,Mobile
C03946,41,Gaya,Bihar,Male,Regular,24-02-24,Social Media,Mobile
C03947,41,Nagpur,Maharashtra,Female,Loyal,02-02-23,Organic,Mobile
C03948,26,Pune,Maharashtra,Female,New,07-03-24,Affiliate,Mobile
C03949,41,Udaipur,Rajasthan,Male,Regular,28-09-23,Organic,Mobile
C03950,37,Ludhiana,Punjab,Male,Regular,27-06-24,Social Media,Mobile
C03951,29,Jalandhar,Punjab,Male,New,03-01-24,Social Media,Mobile
C03952,29,Ahmedabad,Gujarat,Male,Loyal,15-05-24,Referral,Tablet
C03953,24,Rajkot,Gujarat,Male,Regular,18-10-24,Social Media,Desktop
C03954,28,Rourkela,Odisha,Male,New,14-12-24,Email,Desktop
C03955,35,Mumbai,Maharashtra,Female,Regular,30-08-24,Email,Mobile
C03956,37,Jabalpur,Madhya Pradesh,Male,New,29-06-25,Organic,Mobile
C03957,35,Lucknow,Uttar Pradesh,Female,Loyal,22-02-23,Referral,Desktop
C03958,18,Rourkela,Odisha,Female,VIP,30-08-25,Social Media,Mobile
C03959,18,Bengaluru,Karnataka,Female,New,04-10-24,Email,Mobile
C03960,35,Gwalior,Madhya Pradesh,Male,New,02-09-25,Organic,Desktop
C03961,43,Noida,Uttar Pradesh,Female,Regular,24-07-25,Paid Search,Mobile
C03962,22,Madurai,Tamil Nadu,Male,Regular,22-12-25,Paid Search,Mobile
C03963,43,Coimbatore,Tamil Nadu,Male,New,17-07-24,Email,Mobile
C03964,28,Jalandhar,Punjab,Female,Regular,08-01-23,Email,Desktop
C03965,41,Hubballi,Karnataka,Male,Regular,14-01-24,Organic,Mobile
C03966,21,Gwalior,Madhya Pradesh,Male,Loyal,17-12-24,Social Media,Desktop
C03967,26,Lucknow,Uttar Pradesh,Male,Regular,13-08-23,Referral,Desktop
C03968,38,Delhi,Delhi,Female,Regular,09-10-25,Paid Search,Mobile
C03969,30,Jaipur,Rajasthan,Male,Loyal,12-12-25,Social Media,Mobile
C03970,32,Pune,Maharashtra,Female,Loyal,07-04-23,Organic,Mobile
C03971,27,Nagpur,Maharashtra,Female,VIP,04-12-24,Paid Search,Mobile
C03972,42,Delhi,Delhi,Male,New,20-05-23,Affiliate,Desktop
C03973,30,Lucknow,Uttar Pradesh,Female,Regular,30-03-25,Social Media,Mobile
C03974,31,Ahmedabad,Gujarat,Male,Regular,21-04-25,Organic,Mobile
C03975,49,Muzaffarpur,Bihar,Male,Regular,04-10-24,Affiliate,Desktop
C03976,28,Jabalpur,Madhya Pradesh,Female,Regular,27-09-23,Organic,Mobile
C03977,33,Gurugram,Haryana,Female,Loyal,27-12-24,Paid Search,Mobile
C03978,21,Nagpur,Maharashtra,Female,New,04-02-23,Organic,Desktop
C03979,45,Mumbai,Maharashtra,Female,Regular,11-12-23,Paid Search,Desktop
C03980,26,Coimbatore,Tamil Nadu,Male,Regular,22-01-25,Social Media,Desktop
C03981,33,Hyderabad,Telangana,Female,New,24-04-24,Paid Search,Mobile
C03982,25,Durgapur,West Bengal,Male,Loyal,08-03-24,Paid Search,Mobile
C03983,37,Pune,Maharashtra,Female,Loyal,18-09-25,Organic,Mobile
C03984,20,Bhopal,Madhya Pradesh,Female,Loyal,28-04-23,Email,Mobile
C03985,20,Thiruvananthapuram,Kerala,Male,VIP,10-10-25,Referral,Mobile
C03986,31,Udaipur,Rajasthan,Female,Loyal,21-11-24,Referral,Mobile
C03987,27,Chennai,Tamil Nadu,Male,Loyal,21-06-23,Social Media,Mobile
C03988,29,Mumbai,Maharashtra,Male,VIP,24-12-25,Paid Search,Desktop
C03989,31,Bhubaneswar,Odisha,Female,Regular,16-05-24,Organic,Desktop
C03990,38,Jaipur,Rajasthan,Male,New,01-09-25,Organic,Mobile
C03991,40,Jaipur,Rajasthan,Female,Regular,02-12-25,Referral,Mobile
C03992,46,New Delhi,Delhi,Male,New,05-03-24,Organic,Mobile
C03993,29,Mumbai,Maharashtra,Female,New,23-09-24,Paid Search,Mobile
C03994,25,Gwalior,Madhya Pradesh,Female,Regular,26-05-24,Referral,Mobile
C03995,28,Lucknow,Uttar Pradesh,Male,New,01-09-25,Social Media,Mobile
C03996,40,Mangaluru,Karnataka,Male,Loyal,07-03-23,Paid Search,Mobile
C03997,32,Mysuru,Karnataka,Male,New,24-05-25,Email,Mobile
C03998,33,Lucknow,Uttar Pradesh,Female,New,20-05-24,Social Media,Mobile
C03999,33,Vadodara,Gujarat,Male,New,21-09-24,Organic,Desktop
C04000,21,Jodhpur,Rajasthan,Female,Regular,25-04-25,Affiliate,Mobile
C04001,45,Mysuru,Karnataka,Female,Regular,25-07-23,Email,Desktop
C04002,20,Kota,Rajasthan,Female,VIP,31-01-23,Referral,Mobile
C04003,40,Pune,Maharashtra,Female,Regular,11-02-25,Affiliate,Desktop
C04004,28,Gurugram,Haryana,Male,New,26-07-24,Organic,Desktop
C04005,36,Delhi,Delhi,Male,Regular,14-03-24,Email,Desktop
C04006,34,Lucknow,Uttar Pradesh,Male,VIP,30-10-23,Referral,Mobile
C04007,20,Delhi,Delhi,Male,Regular,24-10-23,Email,Mobile
C04008,30,Mangaluru,Karnataka,Male,Loyal,09-11-25,Affiliate,Desktop
C04009,49,Bhubaneswar,Odisha,Male,Loyal,22-03-24,Referral,Mobile
C04010,28,Bhagalpur,Bihar,Female,Loyal,26-07-24,Social Media,Desktop
C04011,29,Hyderabad,Telangana,Female,Loyal,03-12-25,Referral,Desktop
C04012,27,Chennai,Tamil Nadu,Male,Regular,22-12-25,Paid Search,Mobile
C04013,38,Rourkela,Odisha,Other,Regular,13-08-23,Affiliate,Mobile
C04014,31,Warangal,Telangana,Female,New,16-05-25,Social Media,Mobile
C04015,35,Bhopal,Madhya Pradesh,Female,New,02-03-23,Organic,Tablet
C04016,18,Bengaluru,Karnataka,Female,Regular,03-06-23,Affiliate,Mobile
C04017,39,Varanasi,Uttar Pradesh,Male,New,12-01-23,Affiliate,Tablet
C04018,44,Patna,Bihar,Male,New,19-01-23,Organic,Mobile
C04019,25,Pune,Maharashtra,Male,Regular,26-12-24,Paid Search,Mobile
C04020,32,Surat,Gujarat,Male,New,19-02-23,Social Media,Mobile
C04021,30,Bhopal,Madhya Pradesh,Female,Regular,19-11-25,Organic,Mobile
C04022,33,Mumbai,Maharashtra,Female,Regular,19-05-24,Affiliate,Mobile
C04023,49,Ahmedabad,Gujarat,Female,Regular,21-04-25,Social Media,Mobile
C04024,30,Hubballi,Karnataka,Male,Regular,07-02-24,Social Media,Mobile
C04025,30,Jodhpur,Rajasthan,Male,Loyal,04-08-23,Social Media,Mobile
C04026,18,New Delhi,Delhi,Male,New,10-11-23,Email,Mobile
C04027,47,Gwalior,Madhya Pradesh,Female,New,14-06-25,Paid Search,Tablet
C04028,33,Warangal,Telangana,Male,Regular,02-11-24,Organic,Mobile
C04029,25,Kochi,Kerala,Female,Regular,30-09-23,Paid Search,Mobile
C04030,20,Nashik,Maharashtra,Male,Regular,18-09-25,Social Media,Mobile
C04031,38,Hyderabad,Telangana,Male,Regular,22-03-23,Paid Search,Desktop
C04032,32,New Delhi,Delhi,Male,Regular,10-03-25,Paid Search,Mobile
C04033,34,Varanasi,Uttar Pradesh,Female,Regular,16-02-23,Social Media,Mobile
C04034,37,Bhagalpur,Bihar,Female,Regular,29-06-24,Paid Search,Mobile
C04035,34,Mumbai,Maharashtra,Female,New,28-06-25,Social Media,Desktop
C04036,28,Delhi,Delhi,Male,Loyal,27-07-25,Email,Desktop
C04037,42,Kozhikode,Kerala,Other,Loyal,08-02-23,Affiliate,Mobile
C04038,34,Chennai,Tamil Nadu,Female,VIP,21-10-24,Paid Search,Desktop
C04039,43,Nashik,Maharashtra,Male,New,21-10-24,Social Media,Mobile
C04040,22,Bhagalpur,Bihar,Female,Regular,11-09-24,Social Media,Mobile
C04041,34,Nashik,Maharashtra,Male,New,18-10-25,Referral,Mobile
C04042,18,Kota,Rajasthan,Female,New,12-06-23,Referral,Mobile
C04043,30,Delhi,Delhi,Female,Loyal,11-03-23,Referral,Desktop
C04044,25,Gurugram,Haryana,Male,New,07-12-25,Paid Search,Mobile
C04045,30,Cuttack,Odisha,Male,Loyal,20-06-23,Paid Search,Mobile
C04046,20,Lucknow,Uttar Pradesh,Male,Regular,20-07-23,Paid Search,Mobile
C04047,32,Madurai,Tamil Nadu,Female,Loyal,05-06-25,Affiliate,Mobile
C04048,34,Bhagalpur,Bihar,Female,VIP,16-01-23,Email,Mobile
C04049,21,Bhagalpur,Bihar,Male,Loyal,02-04-25,Referral,Desktop
C04050,37,Mangaluru,Karnataka,Female,Loyal,14-05-24,Referral,Mobile
C04051,18,Ahmedabad,Gujarat,Male,Regular,19-01-25,Paid Search,Mobile
C04052,23,Kozhikode,Kerala,Male,Loyal,16-12-25,Email,Desktop
C04053,19,Jabalpur,Madhya Pradesh,Male,VIP,24-04-24,Paid Search,Mobile
C04054,27,Lucknow,Uttar Pradesh,Female,Regular,27-04-25,Social Media,Mobile
C04055,25,Jabalpur,Madhya Pradesh,Male,New,21-03-24,Email,Mobile
C04056,35,Nashik,Maharashtra,Male,Regular,29-05-25,Paid Search,Mobile
C04057,44,Mysuru,Karnataka,Female,Loyal,31-01-25,Paid Search,Mobile
C04058,33,Hyderabad,Telangana,Male,Regular,26-08-23,Organic,Desktop
C04059,41,Kota,Rajasthan,Male,New,07-03-25,Social Media,Desktop
C04060,40,Madurai,Tamil Nadu,Female,Loyal,17-04-24,Social Media,Desktop
C04061,18,Kanpur,Uttar Pradesh,Female,New,07-12-24,Paid Search,Mobile
C04062,18,New Delhi,Delhi,Male,Regular,25-11-24,Social Media,Mobile
C04063,30,New Delhi,Delhi,Female,VIP,14-04-23,Organic,Mobile
C04064,29,Delhi,Delhi,Female,VIP,25-09-24,Referral,Mobile
C04065,33,Patna,Bihar,Female,Regular,08-08-23,Affiliate,Mobile
C04066,26,New Delhi,Delhi,Female,Regular,26-07-23,Paid Search,Mobile
C04067,18,Delhi,Delhi,Male,VIP,10-02-23,Organic,Desktop
C04068,39,Rourkela,Odisha,Male,Regular,26-12-24,Referral,Desktop
C04069,39,Nagpur,Maharashtra,Female,Loyal,26-09-24,Social Media,Mobile
C04070,27,Chennai,Tamil Nadu,Female,Regular,11-10-23,Email,Desktop
C04071,22,Vadodara,Gujarat,Male,Regular,20-08-25,Affiliate,Tablet
C04072,18,Warangal,Telangana,Female,Loyal,10-10-25,Email,Mobile
C04073,40,Surat,Gujarat,Female,New,18-10-24,Referral,Tablet
C04074,22,Madurai,Tamil Nadu,Female,Loyal,21-07-24,Affiliate,Mobile
C04075,28,Gaya,Bihar,Female,Regular,29-01-24,Referral,Mobile
C04076,28,Nagpur,Maharashtra,Female,VIP,20-07-25,Organic,Mobile
C04077,40,Hubballi,Karnataka,Female,Loyal,24-10-25,Referral,Mobile
C04078,39,Udaipur,Rajasthan,Female,New,19-07-25,Organic,Mobile
C04079,45,Indore,Madhya Pradesh,Male,Loyal,05-08-23,Social Media,Mobile
C04080,45,Coimbatore,Tamil Nadu,Male,Regular,15-01-23,Social Media,Mobile
C04081,25,Durgapur,West Bengal,Male,Loyal,17-08-25,Affiliate,Mobile
C04082,35,Jabalpur,Madhya Pradesh,Male,New,17-03-25,Organic,Desktop
C04083,33,Durgapur,West Bengal,Male,New,24-06-23,Paid Search,Mobile
C04084,35,Nagpur,Maharashtra,Male,New,29-12-25,Paid Search,Mobile
C04085,37,Hyderabad,Telangana,Male,Regular,30-10-24,Paid Search,Mobile
C04086,33,Unknown,Kerala,Female,Regular,17-07-23,Social Media,Mobile
C04087,44,New Delhi,Delhi,Male,Regular,10-06-23,Social Media,Tablet
C04088,41,Lucknow,Uttar Pradesh,Female,Regular,05-08-23,Organic,Desktop
C04089,27,New Delhi,Delhi,Female,Loyal,26-11-24,Email,Mobile
C04090,30,Chennai,Tamil Nadu,Female,Regular,10-06-23,Referral,Mobile
C04091,27,Mangaluru,Karnataka,Male,Regular,06-09-23,Social Media,Desktop
C04092,28,Mumbai,Maharashtra,Male,Regular,22-03-25,Organic,Mobile
C04093,25,Indore,Madhya Pradesh,Male,Regular,29-06-25,Social Media,Mobile
C04094,23,Mumbai,Maharashtra,Female,Regular,05-02-24,Paid Search,Mobile
C04095,36,Mysuru,Karnataka,Male,New,21-07-23,Email,Mobile
C04096,45,Lucknow,Uttar Pradesh,Male,Regular,20-06-25,Referral,Mobile
C04097,38,Madurai,Tamil Nadu,Male,Regular,12-07-25,Paid Search,Mobile
C04098,29,Pune,Maharashtra,Female,New,06-09-23,Referral,Desktop
C04099,27,Mumbai,Maharashtra,Male,Regular,04-05-23,Paid Search,Desktop
C04100,38,Nagpur,Maharashtra,Male,Regular,31-08-25,Referral,Desktop
C04101,34,Kanpur,Uttar Pradesh,Male,Regular,28-01-24,Paid Search,Mobile
C04102,37,New Delhi,Delhi,Female,Regular,04-04-23,Paid Search,Mobile
C04103,19,Coimbatore,Tamil Nadu,Female,VIP,04-05-23,Referral,Mobile
C04104,23,Varanasi,Uttar Pradesh,Male,Loyal,25-09-24,Organic,Mobile
C04105,18,Cuttack,Odisha,Female,Loyal,20-08-25,Social Media,Mobile
C04106,23,Ahmedabad,Gujarat,Female,New,09-04-23,Paid Search,Mobile
C04107,29,Indore,Madhya Pradesh,Female,Loyal,24-03-23,Affiliate,Mobile
C04108,19,Mysuru,Karnataka,Male,New,07-11-25,Organic,Desktop
C04109,36,Noida,Uttar Pradesh,Female,Regular,29-04-23,Social Media,Mobile
C04110,23,Mangaluru,Karnataka,Female,Regular,07-02-24,Organic,Desktop
C04111,28,Jalandhar,Punjab,Male,Regular,23-05-23,Organic,Desktop
C04112,35,Varanasi,Uttar Pradesh,Female,Loyal,17-10-24,Affiliate,Mobile
C04113,31,Delhi,Delhi,Female,Regular,02-03-23,Social Media,Mobile
C04114,27,Ahmedabad,Gujarat,Female,Regular,26-10-25,Affiliate,Desktop
C04115,21,Nagpur,Maharashtra,Female,New,20-01-23,Social Media,Mobile
C04116,24,Kanpur,Uttar Pradesh,Male,New,22-10-23,Email,Mobile
C04117,42,Jodhpur,Rajasthan,Female,Loyal,20-08-23,Email,Mobile
C04118,28,Salem,Tamil Nadu,Male,Regular,08-05-23,Paid Search,Mobile
C04119,18,Jabalpur,Madhya Pradesh,Male,Loyal,20-05-24,Paid Search,Desktop
C04120,30,Salem,Tamil Nadu,Female,Loyal,29-05-25,Affiliate,Desktop
C04121,33,Coimbatore,Tamil Nadu,Female,Regular,25-10-23,Paid Search,Mobile
C04122,18,Nashik,Maharashtra,Male,New,13-06-23,Organic,Tablet
C04123,25,Mumbai,Maharashtra,Female,Regular,12-04-23,Social Media,Desktop
C04124,26,Bhagalpur,Bihar,Male,Regular,27-04-25,Paid Search,Mobile
C04125,18,Coimbatore,Tamil Nadu,Female,New,29-08-25,Organic,Desktop
C04126,33,Lucknow,Uttar Pradesh,Male,Regular,06-06-25,Organic,Mobile
C04127,29,Coimbatore,Tamil Nadu,Female,New,05-10-23,Organic,Mobile
C04128,28,Bhopal,Madhya Pradesh,Male,Regular,04-07-23,Organic,Mobile
C04129,21,Mumbai,Maharashtra,Male,Loyal,01-09-24,Paid Search,Mobile
C04130,27,Amritsar,Punjab,Male,Regular,12-09-25,Social Media,Desktop
C04131,24,Jaipur,Rajasthan,Male,Loyal,16-12-23,Email,Desktop
C04132,20,Nagpur,Maharashtra,Female,New,21-07-25,Email,Desktop
C04133,30,Gwalior,Madhya Pradesh,Male,Regular,03-10-24,Paid Search,Mobile
C04134,31,Cuttack,Odisha,Female,VIP,21-01-25,Email,Desktop
C04135,41,New Delhi,Delhi,Male,New,05-09-23,Paid Search,Mobile
C04136,32,New Delhi,Delhi,Male,New,03-05-25,Social Media,Mobile
C04137,22,Jodhpur,Rajasthan,Other,Regular,05-02-25,Organic,Mobile
C04138,25,Warangal,Telangana,Female,Regular,10-10-23,Paid Search,Mobile
C04139,33,Warangal,Telangana,Female,Regular,04-02-25,Organic,Desktop
C04140,24,Hubballi,Karnataka,Male,New,06-01-24,Social Media,Desktop
C04141,30,Udaipur,Rajasthan,Female,Regular,13-09-24,Paid Search,Mobile
C04142,18,Kanpur,Uttar Pradesh,Male,New,15-04-25,Organic,Desktop
C04143,38,Rajkot,Gujarat,Female,VIP,01-08-24,Email,Mobile
C04144,34,Muzaffarpur,Bihar,Male,Regular,29-07-25,Referral,Mobile
C04145,36,Jaipur,Rajasthan,Male,Regular,20-06-25,Paid Search,Mobile
C04146,28,Siliguri,West Bengal,Female,Regular,29-03-23,Referral,Mobile
C04147,24,Varanasi,Uttar Pradesh,Female,Regular,21-05-25,Organic,Mobile
C04148,18,Delhi,Delhi,Male,New,24-08-25,Referral,Mobile
C04149,29,Vadodara,Gujarat,Male,New,12-06-23,Organic,Mobile
C04150,42,Kolkata,West Bengal,Male,New,27-09-23,Referral,Mobile
C04151,24,Nashik,Maharashtra,Female,Regular,31-03-25,Paid Search,Desktop
C04152,18,Mangaluru,Karnataka,Female,Regular,13-10-24,Email,Mobile
C04153,32,Gwalior,Madhya Pradesh,Female,VIP,28-11-24,Paid Search,Mobile
C04154,27,Rajkot,Gujarat,Female,New,14-03-23,Social Media,Mobile
C04155,46,Warangal,Telangana,Female,Regular,28-03-25,Organic,Mobile
C04156,32,Thiruvananthapuram,Kerala,Male,Regular,14-12-24,Referral,Mobile
C04157,26,New Delhi,Delhi,Female,Loyal,09-12-25,Social Media,Mobile
C04158,49,Chennai,Tamil Nadu,Female,New,21-01-24,Organic,Mobile
C04159,36,Bhagalpur,Bihar,Female,VIP,28-07-24,Email,Mobile
C04160,33,Mysuru,Karnataka,Female,Regular,18-05-24,Organic,Mobile
C04161,18,Varanasi,Uttar Pradesh,Female,Loyal,10-11-25,Affiliate,Mobile
C04162,36,Noida,Uttar Pradesh,Female,Regular,22-06-24,Paid Search,Mobile
C04163,34,Mangaluru,Karnataka,Male,Regular,07-04-24,Email,Desktop
C04164,43,Kota,Rajasthan,Male,Regular,03-07-23,Organic,Mobile
C04165,29,Mangaluru,Karnataka,Female,New,31-01-24,Affiliate,Desktop
C04166,28,Panipat,Haryana,Male,Regular,04-06-25,Affiliate,Mobile
C04167,24,Mysuru,Karnataka,Female,New,24-01-25,Paid Search,Mobile
C04168,37,Jodhpur,Rajasthan,Female,Loyal,24-11-25,Paid Search,Mobile
C04169,29,Ahmedabad,Gujarat,Male,VIP,01-08-24,Email,Mobile
C04170,41,Hyderabad,Telangana,Male,New,24-02-23,Referral,Desktop
C04171,24,Muzaffarpur,Bihar,Male,Loyal,25-08-24,Social Media,Desktop
C04172,37,Rajkot,Gujarat,Other,Regular,05-02-23,Referral,Desktop
C04173,25,Salem,Tamil Nadu,Female,Loyal,25-12-25,Organic,Mobile
C04174,38,Mysuru,Karnataka,Female,Regular,26-10-25,Referral,Mobile
C04175,28,Vadodara,Gujarat,Female,Regular,21-06-25,Social Media,Desktop
C04176,46,Coimbatore,Tamil Nadu,Male,Loyal,31-05-23,Referral,Mobile
C04177,18,Hubballi,Karnataka,Female,Regular,22-02-23,Email,Mobile
C04178,26,Lucknow,Uttar Pradesh,Male,Regular,25-09-24,Organic,Mobile
C04179,33,Bengaluru,Karnataka,Female,Regular,22-01-25,Paid Search,Mobile
C04180,45,Kanpur,Uttar Pradesh,Female,New,21-01-24,Organic,Mobile
C04181,19,Kolkata,West Bengal,Male,Regular,27-09-23,Referral,Desktop
C04182,31,Rajkot,Gujarat,Female,Loyal,22-11-23,Organic,Mobile
C04183,50,Cuttack,Odisha,Female,Regular,20-06-23,Paid Search,Mobile
C04184,27,Kanpur,Uttar Pradesh,Female,Regular,30-05-24,Paid Search,Mobile
C04185,32,Kochi,Kerala,Male,Regular,08-08-23,Affiliate,Mobile
C04186,36,Indore,Madhya Pradesh,Female,Loyal,19-06-24,Referral,Mobile
C04187,55,Kanpur,Uttar Pradesh,Male,Regular,18-05-23,Affiliate,Mobile
C04188,36,Bhopal,Madhya Pradesh,Female,Loyal,07-03-24,Referral,Mobile
C04189,30,Nashik,Maharashtra,Female,New,29-09-25,Paid Search,Mobile
C04190,24,Surat,Gujarat,Female,Regular,06-11-24,Organic,Mobile
C04191,24,Muzaffarpur,Bihar,Male,Regular,04-11-24,Referral,Mobile
C04192,38,Delhi,Delhi,Male,Regular,04-07-23,Organic,Mobile
C04193,35,Nashik,Maharashtra,Female,Regular,12-10-24,Affiliate,Mobile
C04194,40,Noida,Uttar Pradesh,Male,VIP,02-08-23,Organic,Tablet
